failed to get console mode for stdout: The handle is invalid.
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   44.34%    106.6MiB / 7.702GiB   1.35%     29.9MB / 29.9MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.28%    103MiB / 7.702GiB     1.31%     27.6MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    38.75%    117.4MiB / 7.702GiB   1.49%     26.9MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    41.05%    113.6MiB / 7.702GiB   1.44%     24.1MB / 24.3MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    37.80%    113MiB / 7.702GiB     1.43%     27.2MB / 28MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    38.80%    117.8MiB / 7.702GiB   1.49%     24.9MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.85%    115.3MiB / 7.702GiB   1.46%     26.1MB / 25.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    37.49%    106.4MiB / 7.702GiB   1.35%     27.8MB / 31.2MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.46%    125.9MiB / 7.702GiB   1.60%     29.7MB / 25.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.72%    118.9MiB / 7.702GiB   1.51%     25.3MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   44.34%    106.6MiB / 7.702GiB   1.35%     29.9MB / 29.9MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.28%    103MiB / 7.702GiB     1.31%     27.6MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    38.75%    117.4MiB / 7.702GiB   1.49%     26.9MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    41.05%    113.6MiB / 7.702GiB   1.44%     24.1MB / 24.3MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    37.80%    113MiB / 7.702GiB     1.43%     27.2MB / 28MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    38.80%    117.8MiB / 7.702GiB   1.49%     24.9MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.85%    115.3MiB / 7.702GiB   1.46%     26.1MB / 25.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    37.49%    106.4MiB / 7.702GiB   1.35%     27.8MB / 31.2MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.46%    125.9MiB / 7.702GiB   1.60%     29.7MB / 25.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.72%    118.9MiB / 7.702GiB   1.51%     25.3MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   40.32%    107.3MiB / 7.702GiB   1.36%     30.2MB / 30.5MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    33.97%    103MiB / 7.702GiB     1.31%     28MB / 29.1MB     0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    40.97%    117.4MiB / 7.702GiB   1.49%     27.2MB / 28.2MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    45.38%    114.1MiB / 7.702GiB   1.45%     24.5MB / 24.5MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    33.25%    113.1MiB / 7.702GiB   1.43%     27.5MB / 28MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.89%    118MiB / 7.702GiB     1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    34.52%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.67%    106.3MiB / 7.702GiB   1.35%     28.1MB / 32.4MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    45.53%    126.4MiB / 7.702GiB   1.60%     30MB / 26.5MB     0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.73%    118.9MiB / 7.702GiB   1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   40.32%    107.3MiB / 7.702GiB   1.36%     30.2MB / 30.5MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    33.97%    103MiB / 7.702GiB     1.31%     28MB / 29.1MB     0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    40.97%    117.4MiB / 7.702GiB   1.49%     27.2MB / 28.2MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    45.38%    114.1MiB / 7.702GiB   1.45%     24.5MB / 24.5MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    33.25%    113.1MiB / 7.702GiB   1.43%     27.5MB / 28MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.89%    118MiB / 7.702GiB     1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    34.52%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.67%    106.3MiB / 7.702GiB   1.35%     28.1MB / 32.4MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    45.53%    126.4MiB / 7.702GiB   1.60%     30MB / 26.5MB     0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.73%    118.9MiB / 7.702GiB   1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.81%    107.6MiB / 7.702GiB   1.36%     30.3MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.94%    103.1MiB / 7.702GiB   1.31%     28MB / 29.1MB     0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    38.75%    117.5MiB / 7.702GiB   1.49%     27.2MB / 28.2MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.74%    114.2MiB / 7.702GiB   1.45%     24.5MB / 24.5MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    41.39%    113.1MiB / 7.702GiB   1.43%     27.5MB / 28MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    41.13%    118.1MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.65%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.24%    106.3MiB / 7.702GiB   1.35%     28.1MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.52%    126.5MiB / 7.702GiB   1.60%     30MB / 26.5MB     0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    31.63%    119MiB / 7.702GiB     1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.81%    107.6MiB / 7.702GiB   1.36%     30.3MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.94%    103.1MiB / 7.702GiB   1.31%     28MB / 29.1MB     0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    38.75%    117.5MiB / 7.702GiB   1.49%     27.2MB / 28.2MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.74%    114.2MiB / 7.702GiB   1.45%     24.5MB / 24.5MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    41.39%    113.1MiB / 7.702GiB   1.43%     27.5MB / 28MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    41.13%    118.1MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.65%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.24%    106.3MiB / 7.702GiB   1.35%     28.1MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.52%    126.5MiB / 7.702GiB   1.60%     30MB / 26.5MB     0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    31.63%    119MiB / 7.702GiB     1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   43.41%    107.8MiB / 7.702GiB   1.37%     30.4MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.08%    103.1MiB / 7.702GiB   1.31%     28.1MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    41.60%    117.5MiB / 7.702GiB   1.49%     27.3MB / 28.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    40.88%    114.5MiB / 7.702GiB   1.45%     24.5MB / 24.5MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    42.16%    113.3MiB / 7.702GiB   1.44%     27.6MB / 28.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    45.07%    118.3MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    33.48%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.02%    106.3MiB / 7.702GiB   1.35%     28.2MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    42.62%    126.5MiB / 7.702GiB   1.60%     30.1MB / 26.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    32.68%    119MiB / 7.702GiB     1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   43.41%    107.8MiB / 7.702GiB   1.37%     30.4MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.08%    103.1MiB / 7.702GiB   1.31%     28.1MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    41.60%    117.5MiB / 7.702GiB   1.49%     27.3MB / 28.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    40.88%    114.5MiB / 7.702GiB   1.45%     24.5MB / 24.5MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    42.16%    113.3MiB / 7.702GiB   1.44%     27.6MB / 28.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    45.07%    118.3MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    33.48%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.02%    106.3MiB / 7.702GiB   1.35%     28.2MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    42.62%    126.5MiB / 7.702GiB   1.60%     30.1MB / 26.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    32.68%    119MiB / 7.702GiB     1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   43.41%    107.8MiB / 7.702GiB   1.37%     30.4MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.08%    103.1MiB / 7.702GiB   1.31%     28.1MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    41.60%    117.5MiB / 7.702GiB   1.49%     27.3MB / 28.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.58%    115MiB / 7.702GiB     1.46%     24.5MB / 24.7MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    42.16%    113.3MiB / 7.702GiB   1.44%     27.6MB / 28.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    45.07%    118.3MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    33.48%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.02%    106.3MiB / 7.702GiB   1.35%     28.2MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.94%    126.6MiB / 7.702GiB   1.61%     30.1MB / 26.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.24%    119.1MiB / 7.702GiB   1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   37.44%    107.8MiB / 7.702GiB   1.37%     30.4MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    43.81%    103.1MiB / 7.702GiB   1.31%     28.1MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.10%    117.5MiB / 7.702GiB   1.49%     27.3MB / 28.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.58%    115MiB / 7.702GiB     1.46%     24.5MB / 24.7MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    34.35%    113.3MiB / 7.702GiB   1.44%     27.6MB / 28.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.37%    118.4MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    38.74%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    39.26%    106.3MiB / 7.702GiB   1.35%     28.2MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.94%    126.6MiB / 7.702GiB   1.61%     30.1MB / 26.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.24%    119.1MiB / 7.702GiB   1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   37.44%    107.8MiB / 7.702GiB   1.37%     30.4MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    43.81%    103.1MiB / 7.702GiB   1.31%     28.1MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.10%    117.5MiB / 7.702GiB   1.49%     27.3MB / 28.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.58%    115MiB / 7.702GiB     1.46%     24.5MB / 24.7MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    34.35%    113.3MiB / 7.702GiB   1.44%     27.6MB / 28.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.37%    118.4MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    38.74%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    39.26%    106.3MiB / 7.702GiB   1.35%     28.2MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.94%    126.6MiB / 7.702GiB   1.61%     30.1MB / 26.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.24%    119.1MiB / 7.702GiB   1.51%     25.6MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.58%    107.9MiB / 7.702GiB   1.37%     30.5MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    44.72%    103.1MiB / 7.702GiB   1.31%     28.1MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    43.13%    117.5MiB / 7.702GiB   1.49%     27.3MB / 28.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    37.56%    115.5MiB / 7.702GiB   1.46%     24.5MB / 24.8MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    35.96%    113.4MiB / 7.702GiB   1.44%     27.6MB / 28.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    36.28%    118.5MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.79%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    36.76%    106.3MiB / 7.702GiB   1.35%     28.2MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    44.03%    126.5MiB / 7.702GiB   1.60%     30.1MB / 26.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    35.20%    119.1MiB / 7.702GiB   1.51%     25.7MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.58%    107.9MiB / 7.702GiB   1.37%     30.5MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    44.72%    103.1MiB / 7.702GiB   1.31%     28.1MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    43.13%    117.5MiB / 7.702GiB   1.49%     27.3MB / 28.4MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    37.56%    115.5MiB / 7.702GiB   1.46%     24.5MB / 24.8MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    35.96%    113.4MiB / 7.702GiB   1.44%     27.6MB / 28.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    36.28%    118.5MiB / 7.702GiB   1.50%     25.2MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.79%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    36.76%    106.3MiB / 7.702GiB   1.35%     28.2MB / 32.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    44.03%    126.5MiB / 7.702GiB   1.60%     30.1MB / 26.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    35.20%    119.1MiB / 7.702GiB   1.51%     25.7MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   33.44%    108MiB / 7.702GiB     1.37%     30.5MB / 30.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    32.96%    103.1MiB / 7.702GiB   1.31%     28.1MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    42.76%    117.5MiB / 7.702GiB   1.49%     27.4MB / 28.5MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    36.88%    115.4MiB / 7.702GiB   1.46%     24.5MB / 24.8MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.16%    113.7MiB / 7.702GiB   1.44%     27.7MB / 28.4MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    35.32%    118.6MiB / 7.702GiB   1.50%     25.3MB / 26.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    38.60%    115.3MiB / 7.702GiB   1.46%     26.6MB / 25.2MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    35.79%    106.3MiB / 7.702GiB   1.35%     28.2MB / 32.7MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    34.69%    126.5MiB / 7.702GiB   1.60%     30.2MB / 26.5MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    54.89%    119.2MiB / 7.702GiB   1.51%     25.7MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
